,ca,blue,green,red,nir,swir1,swir2,VI,NDVI,TVI,DOY,label,AQI
238,0.0634,0.0696,0.0797,0.0581,0.0491,0.0318,0.0256,-0.009,-0.083955224,0.64501533,47,1,21
886,0.1258,0.1325,0.1292,0.111,0.1652,0.2142,0.2049,0.0542,0.196234613,0.834406743,34,4,112
874,0.1044,0.1113,0.1232,0.1053,0.0955,0.0527,0.0395,-0.0098,-0.048804781,0.671710666,34,4,104
831,0.09,0.089,0.0913,0.0999,0.2138,0.2287,0.174,0.1139,0.363085751,0.929024085,351,3,84
531,0.0656,0.0804,0.1168,0.1252,0.3185,0.2847,0.1803,0.1933,0.435654722,0.96729247,127,2,32
222,0.0651,0.0817,0.1091,0.1172,0.1952,0.1857,0.1588,0.078,0.249679898,0.865840573,335,1,21
412,0.1628,0.1943,0.2033,0.2215,0.3075,0.3738,0.2953,0.086,0.162570888,0.813984575,127,2,26
309,0.0681,0.0823,0.1095,0.1194,0.1939,0.1821,0.1505,0.0745,0.237791254,0.85894776,303,1,23
932,0.5904,0.6077,0.5998,0.6201,0.6649,0.5205,0.3919,0.0448,0.034863813,0.731343841,15,4,142
153,0.043,0.0528,0.0994,0.0699,0.4206,0.21,0.108,0.3507,0.714984709,1.102263448,287,1,19
143,0.4577,0.4621,0.4622,0.4668,0.5081,0.4783,0.4111,0.0413,0.042363319,0.736453202,332,1,19
759,0.6016,0.6266,0.63,0.6491,0.6849,0.5213,0.3903,0.0358,0.026836582,0.725835093,284,3,59
597,0.0257,0.0378,0.0475,0.0416,0.1449,0.1102,0.0752,0.1033,0.553887399,1.026590181,255,2,36
912,0.5678,0.5752,0.5575,0.5633,0.588,0.4184,0.2863,0.0247,0.021454009,0.722117725,15,4,124
162,0.0474,0.0558,0.0761,0.064,0.0572,0.0489,0.0412,-0.0068,-0.056105611,0.666253998,348,1,19
813,0.5249,0.533,0.5759,0.586,0.6369,0.5482,0.4064,0.0509,0.041622373,0.73594998,335,3,75
559,0.0419,0.0538,0.0815,0.0892,0.1766,0.1579,0.11,0.0874,0.328818661,0.910394783,351,2,33
18,0.0317,0.0407,0.0611,0.0521,0.1463,0.1066,0.0732,0.0942,0.474798387,0.987318787,95,1,9
51,0.0534,0.0664,0.0888,0.0947,0.2369,0.2263,0.1832,0.1422,0.428829916,0.963758225,255,1,14
814,0.0748,0.0918,0.1164,0.1158,0.1789,0.1734,0.138,0.0631,0.21411605,0.845053874,50,3,75
369,0.0541,0.06,0.0718,0.0785,0.1324,0.1361,0.1003,0.0539,0.255571361,0.869236079,316,1,24
642,0.128,0.1341,0.1074,0.0944,0.2596,0.3923,0.356,0.1652,0.466666667,0.98319208,271,2,41
931,0.5914,0.6086,0.6055,0.6291,0.6689,0.527,0.409,0.0398,0.030662558,0.728465893,15,4,142
257,0.1052,0.1227,0.1436,0.1496,0.2945,0.2698,0.2088,0.1449,0.326277865,0.908998276,79,1,22
844,0.1127,0.1153,0.1278,0.118,0.1944,0.1625,0.1069,0.0764,0.244558259,0.862877893,18,3,90
435,0.1174,0.1219,0.1399,0.1396,0.2215,0.1682,0.121,0.0819,0.226806979,0.852529752,319,2,26
148,0.0468,0.0589,0.0887,0.0773,0.3205,0.2195,0.1205,0.2432,0.611362494,1.054211788,255,1,19
382,0.2212,0.2264,0.2211,0.2192,0.2833,0.253,0.2049,0.0641,0.127562189,0.792188228,159,1,25
294,0.393,0.3942,0.4003,0.3997,0.4684,0.3677,0.2815,0.0687,0.079138348,0.761011398,159,1,23
60,0.0707,0.0819,0.1033,0.104,0.1672,0.1961,0.1646,0.0632,0.233038348,0.856176587,143,1,15
562,0.3037,0.3273,0.34,0.3672,0.4658,0.4763,0.3838,0.0986,0.118367347,0.786363368,79,2,34
747,0.0739,0.086,0.1058,0.1101,0.1902,0.2157,0.1812,0.0801,0.266733267,0.875633066,50,3,56
347,0.0662,0.0688,0.0862,0.0886,0.203,0.2031,0.1537,0.1144,0.392318244,0.944625981,303,1,24
646,0.091,0.0985,0.1216,0.1261,0.2172,0.2466,0.1911,0.0911,0.265365569,0.874851741,47,2,41
626,0.1937,0.2031,0.236,0.2502,0.3145,0.3321,0.2493,0.0643,0.113865769,0.783495864,111,2,39
769,0.0315,0.042,0.0736,0.0691,0.2109,0.1543,0.1053,0.1418,0.506428571,1.003209136,351,3,60
203,0.2862,0.2857,0.2927,0.2909,0.3497,0.2936,0.24,0.0588,0.091788948,0.769278199,159,1,21
753,0.0791,0.0899,0.1073,0.1147,0.1843,0.2162,0.1838,0.0696,0.23277592,0.856023317,351,3,58
235,0.0738,0.0769,0.0789,0.0608,0.2378,0.1079,0.0612,0.177,0.592766242,1.045354601,300,1,21
301,0.0921,0.111,0.1337,0.1398,0.2494,0.2825,0.2274,0.1096,0.281603289,0.884083304,316,1,23
762,0.1039,0.1155,0.124,0.1273,0.2434,0.2196,0.1427,0.1161,0.31319126,0.901771179,95,3,59
130,0.1019,0.1022,0.1482,0.1498,0.1985,0.1901,0.1537,0.0487,0.139821993,0.799888738,335,1,18
574,0.6497,0.6629,0.6718,0.6871,0.7176,0.5462,0.3867,0.0305,0.021712821,0.722296907,332,2,35
876,0.6795,0.6852,0.6857,0.6966,0.7159,0.4367,0.2869,0.0193,0.013663717,0.716703367,15,4,106
829,0.0349,0.0461,0.074,0.0715,0.1932,0.1642,0.1208,0.1217,0.459765773,0.979676361,351,3,82
266,0.0557,0.0651,0.097,0.1003,0.3655,0.328,0.1677,0.2652,0.569343066,1.034090453,335,1,22
103,0.0735,0.0827,0.1078,0.1119,0.2217,0.2246,0.1802,0.1098,0.329136691,0.910569432,95,1,17
839,0.0389,0.0557,0.0748,0.0807,0.1365,0.1167,0.0821,0.0558,0.256906077,0.870003493,351,3,89
907,0.3167,0.3272,0.3524,0.3678,0.4508,0.4753,0.3871,0.083,0.101392622,0.775495082,18,4,122
32,0.7108,0.7298,0.7509,0.7734,0.8046,0.6773,0.5337,0.0312,0.019771863,0.720952053,332,1,12
578,0.1176,0.119,0.1152,0.0997,0.2156,0.28,0.2256,0.1159,0.367586426,0.931443195,47,2,35
175,0.0931,0.1085,0.1364,0.1316,0.2437,0.1645,0.1204,0.1121,0.298694378,0.893697028,287,1,20
63,0.2106,0.213,0.2088,0.2053,0.275,0.1916,0.1551,0.0697,0.145117635,0.803192153,175,1,15
812,0.1163,0.1219,0.1349,0.122,0.1549,0.0843,0.0498,0.0329,0.118815457,0.786648242,18,3,73
414,0.2031,0.2084,0.2235,0.2274,0.3709,0.3364,0.2322,0.1435,0.239846231,0.860143146,63,2,26
122,0.4008,0.4101,0.4295,0.4305,0.4777,0.404,0.3347,0.0472,0.051970932,0.742947462,303,1,18
974,0.2128,0.2151,0.2155,0.211,0.2578,0.2452,0.1881,0.0468,0.099829352,0.774486508,34,4,191
720,0.0889,0.0905,0.0916,0.0874,0.1366,0.1008,0.0718,0.0492,0.219642857,0.848317663,284,3,51
940,0.1352,0.1337,0.1328,0.1153,0.1511,0.0783,0.0472,0.0358,0.134384384,0.796482507,31,4,152
207,0.1858,0.1774,0.2131,0.2126,0.2734,0.268,0.22,0.0608,0.125102881,0.79063448,287,1,21
710,0.1109,0.1149,0.1471,0.1686,0.2831,0.2968,0.2284,0.1145,0.253486828,0.86803619,111,3,51
395,0.0766,0.0869,0.1197,0.1149,0.2184,0.1683,0.1189,0.1035,0.310531053,0.900294981,79,1,25
783,0.2778,0.294,0.3143,0.3396,0.43,0.424,0.3487,0.0904,0.117463617,0.785788532,79,3,65
319,0.1276,0.1298,0.1321,0.1389,0.186,0.1759,0.1323,0.0471,0.144967682,0.8030988,2,1,23
613,0.6882,0.7074,0.7353,0.7613,0.8073,0.6919,0.5433,0.046,0.029325513,0.727547602,332,2,38
430,0.1705,0.1668,0.1821,0.1725,0.235,0.1879,0.1466,0.0625,0.153374233,0.808315677,159,2,26
758,0.5347,0.5476,0.5785,0.5895,0.6335,0.56,0.4582,0.044,0.035977105,0.732104573,316,3,59
969,0.5802,0.5899,0.6025,0.6111,0.666,0.6002,0.5265,0.0549,0.04298802,0.736877208,15,4,190
289,0.0693,0.069,0.0731,0.0638,0.0895,0.0783,0.0583,0.0257,0.16764514,0.817095551,63,1,22
781,0.2097,0.2075,0.2031,0.1964,0.219,0.1824,0.1309,0.0226,0.054405392,0.74458404,18,3,64
652,0.0555,0.0626,0.0823,0.0859,0.1821,0.1863,0.1502,0.0962,0.358955224,0.926798373,351,2,41
738,0.0513,0.0576,0.0684,0.051,0.0422,0.0264,0.0224,-0.0088,-0.094420601,0.636851159,50,3,53
83,0.1764,0.208,0.2133,0.2087,0.3112,0.3314,0.261,0.1025,0.197153299,0.834957064,175,1,16
37,0.2033,0.2195,0.2593,0.2743,0.3851,0.4145,0.3097,0.1108,0.168031544,0.817331967,95,1,12
622,0.0588,0.0716,0.0949,0.0954,0.1851,0.1465,0.1057,0.0897,0.319786096,0.905420398,50,2,38
44,0.0541,0.0765,0.1111,0.1108,0.2446,0.2048,0.1339,0.1338,0.376477209,0.936203615,364,1,13
413,0.1505,0.1869,0.1997,0.2134,0.3022,0.3726,0.2853,0.0888,0.172226532,0.81989422,127,2,26
109,0.0681,0.0886,0.1221,0.1246,0.2186,0.1855,0.1454,0.094,0.273892774,0.879711756,287,1,17
199,0.1374,0.135,0.1225,0.1106,0.2511,0.3291,0.2806,0.1405,0.388443461,0.942572788,319,1,21
651,0.0597,0.0652,0.0836,0.0869,0.1823,0.1892,0.1525,0.0954,0.354383358,0.924328599,351,2,41
975,0.2134,0.2157,0.2155,0.2114,0.2589,0.2446,0.1875,0.0475,0.100999362,0.775241486,34,4,191
135,0.0714,0.0774,0.0937,0.0861,0.2508,0.1626,0.0986,0.1647,0.488869101,0.994418976,287,1,18
128,0.0593,0.0709,0.0916,0.0913,0.1708,0.2042,0.1663,0.0795,0.303319344,0.89628084,95,1,18
355,0.115,0.1204,0.132,0.1339,0.2228,0.1773,0.1284,0.0889,0.249229044,0.865580178,143,1,24
208,0.1446,0.1441,0.1968,0.1997,0.2723,0.2676,0.2099,0.0726,0.153813559,0.808587385,287,1,21
565,0.0689,0.0757,0.094,0.0933,0.1395,0.1619,0.1406,0.0462,0.198453608,0.83573537,79,2,34
421,0.3891,0.3942,0.3961,0.397,0.443,0.3318,0.2184,0.046,0.054761905,0.744823405,143,2,26
880,0.0786,0.0988,0.1344,0.1308,0.2096,0.2369,0.1923,0.0788,0.231492362,0.855273267,18,4,108
680,0.0688,0.0853,0.1204,0.1271,0.2055,0.2105,0.1723,0.0784,0.235718581,0.857740392,271,2,46
232,0.025,0.0365,0.067,0.0563,0.2753,0.1549,0.0808,0.219,0.660434258,1.077234542,303,1,21
916,0.1351,0.1501,0.1645,0.1632,0.2362,0.2317,0.1701,0.073,0.182774161,0.826301495,34,4,129
645,0.2803,0.2861,0.3098,0.316,0.4015,0.3955,0.3058,0.0855,0.119163763,0.786869597,284,2,41
854,0.4562,0.4818,0.5082,0.541,0.6164,0.5223,0.4257,0.0754,0.065146017,0.751761942,79,3,97
840,0.1408,0.1431,0.1439,0.131,0.1425,0.0996,0.0675,0.0115,0.042047532,0.736238774,18,3,89
284,0.0499,0.0632,0.0902,0.0892,0.1834,0.1365,0.1014,0.0942,0.345561262,0.919544051,348,1,22
12,0.3352,0.3527,0.3622,0.3706,0.4575,0.4178,0.3009,0.0869,0.104939017,0.777778257,143,1,9
799,0.0905,0.106,0.1286,0.136,0.2087,0.17,0.1356,0.0727,0.210908036,0.843153625,351,3,69
743,0.0594,0.0756,0.108,0.1131,0.1815,0.1832,0.1536,0.0684,0.232179226,0.85567472,50,3,54
53,0.0595,0.0712,0.0916,0.0972,0.2377,0.2284,0.1787,0.1405,0.419528217,0.958920339,255,1,14
451,0.0933,0.1155,0.1424,0.1455,0.244,0.2043,0.1573,0.0985,0.252888318,0.867691373,303,2,27
795,0.0747,0.0816,0.099,0.0941,0.1643,0.1514,0.1258,0.0702,0.271671827,0.878448534,271,3,68
56,0.2457,0.2474,0.2693,0.2655,0.3467,0.304,0.2373,0.0812,0.132636393,0.795384431,191,1,15
419,0.234,0.2352,0.248,0.246,0.3724,0.2916,0.2217,0.1264,0.204398448,0.839284486,159,2,26
129,0.0913,0.0927,0.1569,0.1547,0.199,0.1931,0.1637,0.0443,0.125247385,0.790725859,335,1,18
31,0.0146,0.0265,0.0461,0.0363,0.2497,0.1367,0.0711,0.2134,0.746153846,1.116312611,255,1,11
379,0.3981,0.4205,0.3424,0.3621,0.4219,0.2837,0.2462,0.0598,0.07627551,0.759128125,284,1,25
640,0.0539,0.069,0.0972,0.1,0.1631,0.1985,0.1523,0.0631,0.239832763,0.860135317,111,2,40
569,0.0482,0.0642,0.0811,0.0808,0.143,0.135,0.1016,0.0622,0.27792672,0.882001542,348,2,34
942,0.4363,0.446,0.4667,0.4745,0.511,0.4886,0.4438,0.0365,0.037037037,0.732828109,31,4,154
476,0.0387,0.0498,0.074,0.0654,0.2119,0.1462,0.096,0.1465,0.528308691,1.014055566,300,2,28
851,0.1425,0.149,0.1556,0.15,0.1988,0.1558,0.1004,0.0488,0.139908257,0.799942658,18,3,96
631,0.0841,0.0902,0.1056,0.0895,0.0689,0.0401,0.0295,-0.0206,-0.130050505,0.608234737,79,2,39
50,0.0861,0.0983,0.1358,0.1411,0.2384,0.2412,0.2048,0.0973,0.256389987,0.86970684,143,1,14
761,0.1054,0.1173,0.1288,0.1324,0.2438,0.2256,0.1505,0.1114,0.296119086,0.892255056,95,3,59
252,0.131,0.137,0.1842,0.1958,0.266,0.2957,0.2573,0.0702,0.152013859,0.807473751,95,1,22
690,0.1026,0.1168,0.1441,0.1508,0.2263,0.2598,0.2417,0.0755,0.200212145,0.836786798,111,2,47
760,0.6048,0.6289,0.6339,0.6511,0.6851,0.5255,0.3878,0.034,0.025445293,0.724876053,284,3,59
889,0.0593,0.0759,0.1099,0.1042,0.1422,0.1558,0.1426,0.038,0.154220779,0.808839155,34,4,113
459,0.6328,0.6774,0.6946,0.7437,0.8184,0.6525,0.5543,0.0747,0.047820242,0.740148797,47,2,28
745,0.0405,0.056,0.0769,0.0797,0.1662,0.1362,0.0965,0.0865,0.351769012,0.922913328,303,3,55
502,0.1119,0.1124,0.1196,0.112,0.1007,0.0675,0.0565,-0.0113,-0.053126469,0.668485999,284,2,30
321,0.0708,0.0746,0.0973,0.0936,0.24,0.1718,0.1144,0.1464,0.438848921,0.968942166,348,1,23
918,0.605,0.6107,0.6205,0.6307,0.657,0.4625,0.3264,0.0263,0.020424012,0.721404194,15,4,131
457,0.098,0.0964,0.1001,0.097,0.1498,0.1145,0.0826,0.0528,0.213938412,0.844948763,143,2,27
211,0.1337,0.1307,0.1778,0.1823,0.2213,0.2373,0.1992,0.039,0.096630327,0.772418492,303,1,21
804,0.0541,0.0684,0.0966,0.0994,0.2417,0.193,0.132,0.1423,0.417179713,0.957695,351,3,71
383,0.2225,0.2283,0.2217,0.22,0.2846,0.2513,0.2028,0.0646,0.128022196,0.792478514,159,1,25
104,0.333,0.3304,0.3318,0.3252,0.3839,0.2249,0.1771,0.0587,0.08278099,0.763400937,207,1,17
124,0.0835,0.091,0.1066,0.1074,0.1982,0.2255,0.1863,0.0908,0.297120419,0.892816005,335,1,18
160,0.0501,0.0542,0.0627,0.0519,0.0867,0.0644,0.0504,0.0348,0.251082251,0.866650016,143,1,19
84,0.1276,0.173,0.2021,0.1914,0.306,0.3275,0.2605,0.1146,0.23039807,0.854633296,175,1,16
792,0.0701,0.084,0.1172,0.1161,0.2933,0.2454,0.1812,0.1772,0.43282853,0.965830487,271,3,68
775,0.0542,0.0694,0.0905,0.0977,0.181,0.1363,0.0982,0.0833,0.298887693,0.893805176,351,3,61
593,0.1231,0.1272,0.1429,0.1401,0.2994,0.2136,0.1586,0.1593,0.362457338,0.928685812,127,2,36
735,0.0906,0.1184,0.1388,0.1466,0.2229,0.2109,0.171,0.0763,0.206495264,0.840532726,271,3,53
480,0.2558,0.2732,0.2755,0.299,0.396,0.3698,0.282,0.097,0.139568345,0.79973017,95,2,29
770,0.0326,0.042,0.072,0.0678,0.2116,0.1509,0.0995,0.1438,0.514674302,1.00731043,351,3,60
514,0.1131,0.1158,0.1311,0.1354,0.2233,0.2042,0.1609,0.0879,0.245051575,0.863163701,319,2,31
537,0.0622,0.072,0.0775,0.0751,0.1166,0.1225,0.0949,0.0415,0.21648409,0.846453832,335,2,32
872,0.1982,0.191,0.1911,0.1731,0.1797,0.1085,0.0692,0.0066,0.018707483,0.720213498,18,4,104
279,0.0982,0.1022,0.1207,0.1205,0.2207,0.1857,0.1272,0.1002,0.293669402,0.89088125,364,1,22
501,0.0591,0.061,0.0631,0.0602,0.1122,0.0929,0.0621,0.052,0.30162413,0.895334647,300,2,30
776,0.0616,0.0746,0.0945,0.101,0.1807,0.1372,0.0981,0.0797,0.282925098,0.884830547,351,3,61
681,0.0713,0.087,0.1191,0.1266,0.2023,0.2097,0.1691,0.0757,0.230161143,0.854494671,271,2,46
815,0.0622,0.0838,0.1152,0.1157,0.1796,0.1751,0.1374,0.0639,0.216390112,0.846398317,50,3,75
332,0.0995,0.1047,0.0988,0.0876,0.1324,0.0773,0.054,0.0448,0.203636364,0.838830355,364,1,23
22,0.335,0.3335,0.3287,0.3251,0.3882,0.2575,0.1656,0.0631,0.088462078,0.767112819,239,1,10
542,0.1297,0.1313,0.1169,0.1059,0.2789,0.3912,0.3431,0.173,0.4495842,0.97446611,111,2,33
587,0.4012,0.4082,0.3993,0.4063,0.4905,0.3976,0.3406,0.0842,0.093889384,0.77064219,335,2,36
76,0.65,0.6629,0.7097,0.7219,0.7659,0.6094,0.4749,0.044,0.029573867,0.727718261,143,1,16
146,0.0535,0.0679,0.106,0.0962,0.3166,0.2266,0.1329,0.2204,0.533914729,1.016815976,287,1,19
733,0.0587,0.0706,0.0943,0.0968,0.1898,0.207,0.173,0.093,0.324494068,0.908016557,50,3,53
248,0.1244,0.125,0.0931,0.082,0.239,0.3244,0.2711,0.157,0.489096573,0.994533344,335,1,22
42,0.0813,0.0933,0.1233,0.1275,0.2374,0.2819,0.2428,0.1099,0.301178405,0.895085697,255,1,13
295,0.3932,0.3943,0.4005,0.3993,0.4686,0.3678,0.2808,0.0693,0.079847909,0.761477451,159,1,23
431,0.1682,0.1646,0.1798,0.1706,0.2322,0.1864,0.1448,0.0616,0.152929494,0.808040527,159,2,26
444,0.1487,0.1418,0.1352,0.1254,0.1362,0.1014,0.0665,0.0108,0.041284404,0.73572033,31,2,26
860,0.0355,0.0466,0.0667,0.0724,0.2008,0.1586,0.109,0.1284,0.469985359,0.984878347,303,3,98
731,0.0884,0.0966,0.1162,0.1307,0.2907,0.343,0.212,0.16,0.379686758,0.937916179,50,3,53
306,0.1117,0.1152,0.1362,0.1368,0.2497,0.2401,0.1823,0.1129,0.292108668,0.890004869,63,1,23
308,0.1421,0.1402,0.1465,0.1392,0.2864,0.2146,0.1505,0.1472,0.345864662,0.919709009,63,1,23
185,0.0827,0.0836,0.0887,0.0787,0.1851,0.1208,0.0748,0.1064,0.403335861,0.950439825,319,1,20
189,0.0357,0.0431,0.0646,0.0556,0.0345,0.0212,0.019,-0.0211,-0.23418424,0.515573235,303,1,20
893,0.4756,0.5037,0.5441,0.5862,0.6667,0.6238,0.5367,0.0805,0.064250938,0.751166385,18,4,116
534,0.1175,0.1182,0.1132,0.101,0.1608,0.1394,0.1047,0.0598,0.22841864,0.853474452,63,2,32
24,0.1771,0.1876,0.1838,0.1878,0.2541,0.2201,0.1566,0.0663,0.150033944,0.806246826,143,1,10
926,0.1047,0.1201,0.1373,0.1324,0.1923,0.1787,0.1388,0.0599,0.18447798,0.827331844,34,4,136
242,0.4557,0.4611,0.4707,0.4816,0.5459,0.4934,0.3804,0.0643,0.062579075,0.750052715,332,1,22
449,0.058,0.0617,0.067,0.0538,0.0984,0.048,0.0295,0.0446,0.29303548,0.890525395,79,2,26
724,0.0977,0.1071,0.1194,0.138,0.2399,0.2375,0.1807,0.1019,0.269648055,0.877295877,271,3,52
575,0.1185,0.1521,0.1595,0.17,0.2538,0.3162,0.2487,0.0838,0.197734781,0.835305202,284,2,35
43,0.0923,0.1,0.1236,0.1259,0.2346,0.2815,0.2345,0.1087,0.301525659,0.895279654,255,1,13
782,0.2069,0.2044,0.1997,0.1953,0.2166,0.1809,0.1294,0.0213,0.05171158,0.7427729,18,3,64
121,0.4055,0.4165,0.4334,0.4329,0.4791,0.4097,0.3415,0.0462,0.050657895,0.742063269,303,1,18
943,0.4368,0.4458,0.4673,0.475,0.5111,0.4898,0.4435,0.0361,0.036608863,0.732535913,31,4,154
536,0.0746,0.0742,0.0868,0.0745,0.1986,0.1493,0.0953,0.1241,0.454412303,0.976940276,111,2,32
552,0.105,0.1176,0.1338,0.1415,0.2024,0.1934,0.153,0.0609,0.177086362,0.822852576,300,2,33
125,0.0635,0.0767,0.1,0.1016,0.1997,0.2214,0.1852,0.0981,0.325589114,0.908619345,335,1,18
443,0.1509,0.1432,0.1364,0.1277,0.1382,0.1015,0.0668,0.0105,0.03948853,0.734498829,31,2,26
72,0.1233,0.1122,0.1305,0.1179,0.1737,0.1259,0.078,0.0558,0.191358025,0.831479419,143,1,15
858,0.0054,0.0135,0.0492,0.0658,0.1397,0.1639,0.1296,0.0739,0.359610706,0.927151932,18,3,98
259,0.0983,0.1409,0.1746,0.1873,0.2681,0.2695,0.2062,0.0808,0.177426438,0.823059195,364,1,22
610,0.0535,0.0542,0.0551,0.0468,0.0596,0.0425,0.0321,0.0128,0.120300752,0.787591742,316,2,37
330,0.0556,0.0557,0.0622,0.0537,0.1433,0.0948,0.0602,0.0896,0.454822335,0.977150109,335,1,23
579,0.077,0.0843,0.1078,0.1151,0.2197,0.2175,0.1623,0.1046,0.312425329,0.901346398,348,2,35
46,0.0516,0.0656,0.0985,0.093,0.2731,0.1976,0.1229,0.1801,0.491942092,0.995962897,95,1,13
186,0.0405,0.0491,0.0683,0.0572,0.1854,0.1207,0.0734,0.1282,0.52844188,1.014121235,319,1,20
822,0.1039,0.1104,0.1114,0.1207,0.213,0.2458,0.2012,0.0923,0.276595745,0.881246699,50,3,78
442,0.0507,0.06,0.086,0.0898,0.1706,0.1585,0.1113,0.0808,0.310291859,0.900162129,319,2,26
409,0.1397,0.1406,0.1241,0.1074,0.3084,0.4452,0.3792,0.201,0.483405483,0.991668031,95,2,26
618,0.0718,0.0804,0.0984,0.0907,0.2795,0.222,0.1582,0.1888,0.509994598,1.004984874,2,2,38
503,0.1115,0.1121,0.1192,0.111,0.0991,0.0658,0.054,-0.0119,-0.056639695,0.665853065,284,2,30
460,0.6312,0.6753,0.6866,0.7378,0.8137,0.6405,0.5453,0.0759,0.0489204,0.740891625,47,2,28
349,0.0647,0.0728,0.1073,0.11,0.2906,0.2522,0.15,0.1806,0.450823764,0.975101925,316,1,24
164,0.0586,0.0669,0.0891,0.0732,0.0536,0.039,0.0314,-0.0196,-0.154574132,0.587729417,63,1,19
405,0.0522,0.0509,0.0623,0.0542,0.0891,0.059,0.0396,0.0349,0.24354501,0.86229056,316,1,25
638,0.0795,0.0985,0.1265,0.1308,0.1928,0.1981,0.172,0.062,0.191594561,0.831621645,79,2,40
352,0.0454,0.0645,0.1049,0.0958,0.3042,0.1998,0.1375,0.2084,0.521,1.010445446,191,1,24
286,0.0869,0.0877,0.0909,0.0838,0.1137,0.0924,0.0716,0.0299,0.151392405,0.807088846,284,1,22
142,0.4631,0.4688,0.4717,0.4794,0.5171,0.4878,0.4277,0.0377,0.037832413,0.733370584,332,1,19
904,0.0654,0.0732,0.1016,0.0819,0.1691,0.1474,0.1055,0.0872,0.347410359,0.920548944,34,4,121
865,0.4892,0.5344,0.6061,0.6848,0.8279,0.8627,0.7064,0.1431,0.094599061,0.771102497,34,4,102
617,0.0809,0.0839,0.1145,0.1248,0.2126,0.207,0.1589,0.0878,0.260225252,0.87190897,303,2,38
763,0.5126,0.5123,0.5225,0.5266,0.5408,0.431,0.3153,0.0142,0.013303354,0.71645192,15,3,60
182,0.0367,0.0431,0.0637,0.0577,0.2415,0.1612,0.0882,0.1838,0.614304813,1.055606372,303,1,20
469,0.1304,0.1313,0.1549,0.1515,0.1828,0.1876,0.1617,0.0313,0.093628477,0.770472892,47,2,28
416,0.096,0.1075,0.1441,0.1621,0.2806,0.2915,0.2272,0.1185,0.267675627,0.876171003,95,2,26
510,0.1001,0.1051,0.1315,0.1504,0.356,0.4068,0.2503,0.2056,0.40600316,0.951841982,111,2,31
557,0.0403,0.0523,0.0977,0.0674,0.4784,0.2398,0.1145,0.411,0.753023085,1.119385137,284,2,33
337,0.0601,0.0745,0.1105,0.125,0.3057,0.3812,0.2498,0.1807,0.41954957,0.958931473,79,1,24
964,0.2298,0.2261,0.2173,0.215,0.2509,0.2117,0.1652,0.0359,0.077055162,0.759641469,31,4,187
604,0.0604,0.0684,0.092,0.0733,0.1452,0.1526,0.1186,0.0719,0.329061785,0.9105283,47,2,37
487,0.0513,0.0679,0.096,0.095,0.2812,0.2098,0.1374,0.1862,0.494949495,0.997471551,95,2,29
590,0.1112,0.1281,0.1534,0.1666,0.2923,0.2886,0.2164,0.1257,0.273915886,0.879724892,127,2,36
479,0.1939,0.2403,0.2724,0.2952,0.4018,0.3733,0.2844,0.1066,0.152941176,0.808047756,95,2,29
689,0.0547,0.0655,0.0865,0.082,0.1283,0.1177,0.0883,0.0463,0.220161674,0.848623399,364,2,46
913,0.0584,0.0721,0.1053,0.0955,0.2128,0.1864,0.1343,0.1173,0.380473565,0.938335529,18,4,125
105,0.3329,0.3304,0.3312,0.3248,0.3836,0.2244,0.1769,0.0588,0.083003953,0.763546955,207,1,17
14,0.38,0.383,0.3814,0.3779,0.4473,0.3331,0.2301,0.0694,0.084100824,0.764264891,239,1,9
554,0.0414,0.0565,0.0802,0.0872,0.1514,0.1691,0.1239,0.0642,0.269069573,0.876966118,300,2,33
336,0.5475,0.5643,0.573,0.5867,0.6214,0.5764,0.4621,0.0347,0.028722788,0.727133267,332,1,24
335,0.546,0.5628,0.5731,0.5888,0.621,0.5766,0.4727,0.0322,0.02661597,0.725683105,332,1,24
560,0.0514,0.06,0.083,0.0897,0.1753,0.1566,0.1082,0.0856,0.323018868,0.907203873,351,2,33
727,0.0577,0.0663,0.0962,0.1129,0.3287,0.3109,0.1724,0.2158,0.488677536,0.994322652,351,3,52
191,0.3273,0.332,0.3385,0.3457,0.4195,0.4126,0.3708,0.0738,0.096445374,0.772298759,332,1,21
843,0.0592,0.0734,0.1159,0.1166,0.3046,0.3442,0.2084,0.188,0.44634378,0.972802025,18,3,90
909,0.3255,0.3494,0.394,0.4341,0.5523,0.5944,0.474,0.1182,0.119829684,0.787292629,34,4,124
233,0.0482,0.0676,0.0831,0.0821,0.1284,0.1059,0.0743,0.0463,0.219952494,0.848500144,364,1,21
176,0.0652,0.088,0.1329,0.126,0.2431,0.1632,0.1164,0.1171,0.317258196,0.904023338,287,1,20
297,0.3081,0.3124,0.32,0.3242,0.395,0.3335,0.2452,0.0708,0.098442714,0.773590792,159,1,23
9,0.2193,0.2216,0.2226,0.2227,0.2992,0.2507,0.1896,0.0765,0.146579805,0.804101862,223,1,8
791,0.3421,0.3496,0.3654,0.3611,0.382,0.3049,0.2179,0.0209,0.028125421,0.726722382,18,3,67
706,0.1016,0.1222,0.1667,0.1724,0.2528,0.252,0.2057,0.0804,0.189087488,0.830112937,127,2,50
209,0.1346,0.1298,0.1812,0.1816,0.2193,0.2389,0.2082,0.0377,0.094038414,0.770738875,303,1,21
644,0.2789,0.2847,0.3082,0.3164,0.4025,0.3964,0.308,0.0861,0.11976631,0.78725238,284,2,41
